
17137,Morgan,Illinois,US
17139,Moultrie,Illinois,US
17141,Ogle,Illinois,US
80017,Out of IL,Illinois,US
17143,Peoria,Illinois,US
17145,Perry,Illinois,US
17147,Piatt,Illinois,US
17149,Pike,Illinois,US
17151,Pope,Illinois,US
17153,Pulaski,Illinois,US
17155,Putnam,Illinois,US
17157,Randolph,Illinois,US
17159,Richland,Illinois,US
17161,Rock Island,Illinois,US
17165,Saline,Illinois,US
17167,Sangamon,Illinois,US
17169,Schuyler,Illinois,US
17171,Scott,Illinois,US
17173,Shelby,Illinois,US
17163,St. Clair,Illinois,US
17175,Stark,Illinois,US
17177,Stephenson,Illinois,US
17179,Tazewell,Illinois,US
90017,Unassigned,Illinois,US
17181,Union,Illinois,US
17183,Vermilion,Illinois,US
17185,Wabash,Illinois,US
17187,Warren,Illinois,US
17189,Washington,Illinois,US
17191,Wayne,Illinois,US
17193,White,Illinois,US
17195,Whiteside,Illinois,US
17197,Will,Illinois,US
17199,Williamson,Illinois,US
17201,Winnebago,Illinois,US
17203,Woodford,Illinois,US
18001,Adams,Indiana,US
18003,Allen,Indiana,US
18005,Bartholomew,Indiana,US
18007,Benton,Indiana,US
18009,Blackford,Indiana,US
18011,Boone,Indiana,US
18013,Brown,Indiana,US
18015,Carroll,Indiana,US
18017,Cass,Indiana,US
18019,Clark,Indiana,US
18021,Clay,Indiana,US
18023,Clinton,Indiana,US
18025,Crawford,Indiana,US
18027,Daviess,Indiana,US
18033,DeKalb,Indiana,US
18029,Dearborn,Indiana,US
18031,Decatur,Indiana,US
18035,Delaware,Indiana,US
18037,Dubois,Indiana,US
18039,Elkhart,Indiana,US
18041,Fayette,Indiana,US
18043,Floyd,Indiana,US
18045,Fountain,Indiana,US
18047,Franklin,Indiana,US
18049,Fulton,Indiana,US
18051,Gibson,Indiana,US
18053,Grant,Indiana,US
18055,Greene,Indiana,US
18057,Hamilton,Indiana,US
18059,Hancock,Indiana,US
18061,Harrison,Indiana,US
18063,Hendricks,Indiana,US
18065,Henry,Indiana,US
18067,Howard,Indiana,US
18069,Huntington,Indiana,US
18071,Jackson,Indiana,US
18073,Jasper,Indiana,US
18075,Jay,Indiana,US
18077,Jefferson,Indiana,US
18079,Jennings,Indiana,US
18081,Johnson,Indiana,US
18083,Knox,Indiana,US
18085,Koscius
18087,LaGrange,Indiana,US
18091,LaPorte,Indiana,US
18089,Lake,Indiana,US
18093,Lawrence,Indiana,US
18095,Madison,Indiana,US
18097,Marion,Indiana,US
18099,Marshall,Indiana,US
18101,Martin,Indiana,US
18103,Miami,Indiana,US
18105,Monroe,Indiana,US
18107,Montgomery,Indiana,US
18109,Morgan,Indiana,US
18111,Newton,Indiana,US
18113,Noble,Indiana,US
18115,Ohio,Indiana,US
18117,Orange,Indiana,US
18119,Owen,Indiana,US
18121,Parke,Indiana,US
18123,Perry,Indiana,US
18125,Pike,Indiana,US
18127,Porter,Indiana,US
18129,Posey,Indiana,US
18131,Pulaski,Indiana,US
18133,Putnam,Indiana,US
18135,Randolph,Indiana,US
18137,Ripley,Indiana,US
18139,Rus
18143,Scott,Indiana,US
18145,Shelby,Indiana,US
18147,Spencer,Indiana,US
18141,St. Joseph,Indiana,US
18149,Starke,Indiana,US
18151,Steuben,Indiana,US
18153,Sullivan,Indiana,US
18155,Switzerland,Indiana,US
18157,Tippecanoe,Indiana,US
18159,Tipton,Indiana,US
90018,Unassigned,Indiana,US
18161,Union,Indiana,US
18163,Vanderburgh,Indiana,US
18165,Vermillion,Indiana,US
18167,Vigo,Indiana,US
18169,Wabash,Indiana,US
18171,Warren,Indiana,US
18173,Warrick,Indiana,US
18175,Washington,Indiana,US
18177,Wayne,Indiana,US
18179,Wells,Indiana,US
18181,White,Indiana,US
18183,Whitley,Indiana,US
19001,Adair,Iowa,US
19003,Adams,Iowa,US
19005,Allamakee,Iowa,US
19007,Appanoose,Iowa,US
19009,Audubon,Iowa,US
19011,Benton,Iowa,US
19013,Black Hawk,Iowa,US
19015,Boone,Iowa,US
19017,Bremer,Iowa,US
19019,Buchanan,Iowa,US
19021,Buena Vista,Iowa,US
19023,Butler,Iowa,US
19025,Calhoun,Iowa,US
19027,Carroll,Iowa,US
19029,Cass,Iowa,US
19031,Cedar,Iowa,US
19033,Cerro Gordo,Iowa,US
19035,Cherokee,Iowa,US
19037,Chickasaw,Iowa,US
19039,Clarke,Iowa,US
19041,Clay,Iowa,US
19043,Clayton,Iowa,US
19045,Clinton,Iowa,US
19047,Crawford,Iowa,US
19049,Dallas,Iowa,US
19051,Davis,Iowa,US
19053,Decatur,Iowa,US
19055,Delaware,Iowa,US
19057,Des Moines,Iowa,US
19059,Dickinson,Iowa,US
19061,Dubuque,Iowa,US
19063,Emmet,Iowa,US
19065,Fayette,Iowa,US
19067,Floyd,Iowa,US
19069,Franklin,Iowa,US
19071,Fremont,Iowa,US
19073,Greene,Iowa,US
19075,Grundy,Iowa,US
19077,Guthrie,Iowa,US
19079,Hamilton,Iowa,US
19081,Hancock,Iowa,US
19083,Hardin,Iowa,US
19085,Harrison,Iowa,US
19087,Henry,Iowa,US
19089,Howard,Iowa,US
19091,Humboldt,Iowa,US
19093,Ida,Iowa,US
19095,Iowa,Iowa,US
19097,Jackson,Iowa,US
19099,Jasper,Iowa,US
19101,Jefferson,Iowa,US
19103,Johnson,Iowa,US
19105,Jones,Iowa,US
19107,Keokuk,Iowa,US
19109,Kossuth,Iowa,US
19111,Lee,Iowa,US
19113,Linn,Iowa,US
19115,Louisa,Iowa,US
19117,Lucas,Iowa,US
19119,Lyon,Iowa,US
19121,Madison,Iowa,US
19123,Mahaska,Iowa,US
19125,Marion,Iowa,US
19127,Marshall,Iowa,US
19129,Mills,Iowa,US
19131,Mitchell,Iowa,US
19133,Monona,Iowa,US
19135,Monroe,Iowa,US
19137,Montgomery,Iowa,US
19139,Mus
19141,O'Brien,Iowa,US
19143,Osceola,Iowa,US
19145,Page,Iowa,US
19147,Palo Alto,Iowa,US
19149,Plymouth,Iowa,US
19151,Pocahontas,Iowa,US
19153,Polk,Iowa,US
19155,Pottawattamie,Iowa,US
19157,Poweshiek,Iowa,US
19159,Ringgold,Iowa,US
19161,Sac,Iowa,US
19163,Scott,Iowa,US
19165,Shelby,Iowa,US
19167,Sioux,Iowa,US
19169,Story,Iowa,US
19171,Tama,Iowa,US
19173,Taylor,Iowa,US
90019,Unassigned,Iowa,US
19175,Union,Iowa,US
19177,Van Buren,Iowa,US
19179,Wapello,Iowa,US
19181,Warren,Iowa,US
19183,Washington,Iowa,US
19185,Wayne,Iowa,US
19187,Webster,Iowa,US
19189,Winnebago,Iowa,US
19191,Winneshiek,Iowa,US
19193,Woodbury,Iowa,US
19195,Worth,Iowa,US
19197,Wright,Iowa,US
20001,Allen,Kansas,US
20003,Anderson,Kansas,US
20005,Atchison,Kansas,US
20007,Barber,Kansas,US
20009,Barton,Kansas,US
20011,Bourbon,Kansas,US
20013,Brown,Kansas,US
20015,Butler,Kansas,US
20017,Chase,Kansas,US
20019,Chautauqua,Kansas,US
20021,Cherokee,Kansas,US
20023,Cheyenne,Kansas,US
20025,Clark,Kansas,US
20027,Clay,Kansas,US
20029,Cloud,Kansas,US
20031,Coffey,Kansas,US
20033,Comanche,Kansas,US
20035,Cowley,Kansas,US
20037,Crawford,Kansas,US
20039,Decatur,Kansas,US
20041,Dickinson,Kansas,US
20043,Doniphan,Kansas,US
20045,Douglas,Kansas,US
20047,Edwards,Kansas,US
20049,Elk,Kansas,US
20051,Ellis,Kansas,US
20053,Ellsworth,Kansas,US
20055,Finney,Kansas,US
20057,Ford,Kansas,US
20059,Franklin,Kansas,US
20061,Geary,Kansas,US
20063,Gove,Kansas,US
20065,Graham,Kansas,US
20067,Grant,Kansas,US
20069,Gray,Kansas,US
20071,Greeley,Kansas,US
20073,Greenwood,Kansas,US
20075,Hamilton,Kansas,US
