Province_State,date,Lat,Long_,Confirmed,Deaths,STATE,COUNTY,POPESTIMATE2019,covid symptoms,do i have covid,covid test,covid near me,covid vaccines,covid travel,travel restrictions,covid depression,covid health insurance,test sites,bars near me,Confirmed_Percent,Deaths_Percent,Confirmed_Percent_Smooth,Deaths_Percent_Smooth,Confirmed_Smooth,Deaths_Smooth
Colorado,2020-06-17 00:00:01,38.90239628983334,-105.51943618666665,3.9814765714444684,0.24340904803590632,8.0,61.95,95860.58333333333,27,0,13,6,0,11,17,0,0,0,77,60.13986013986015,16.666666666666643,1.6971221606615658,inf,2.7172397811355253,0.15896101096222454
Colorado,2020-06-18 00:00:01,38.90239628983334,-105.51943618666665,3.9988629320184614,0.12170452401795316,8.0,61.95,95860.58333333333,23,0,19,9,0,6,6,0,0,0,90,0.436681222707416,-50.0,11.420934933254825,inf,2.910973513245737,0.14654218198080074
Colorado,2020-06-19 00:00:01,38.90239628983334,-105.51943618666665,4.972499124162087,0.08693180286996653,8.0,61.95,95860.58333333333,24,51,27,11,3,8,17,0,0,0,45,24.347826086956523,-28.571428571428584,11.767140103196946,inf,3.1146423085410873,0.1390908845919465
Colorado,2020-06-20 00:00:01,38.90239628983334,-105.51943618666665,2.7992040524129225,0.06954544229597324,8.0,61.95,95860.58333333333,26,0,20,8,0,12,20,0,0,0,37,-43.70629370629372,-19.99999999999998,12.63922336658456,inf,3.390340311928696,0.15150971357337029
Colorado,2020-06-21 00:00:01,38.90239628983334,-105.51943618666665,3.3207948696327216,0.0,8.0,61.95,95860.58333333333,34,30,25,6,0,8,10,10,0,10,26,18.633540372670804,-100.0,4.7628140616038195,70.8843537414966,3.305892274855014,0.12418828981423792
Colorado,2020-06-22 00:00:01,38.90239628983334,-105.51943618666665,2.868749494708896,0.06954544229597324,8.0,61.95,95860.58333333333,36,0,27,8,0,10,14,0,0,11,28,-13.612565445026172,inf,13.4320744078828,69.93197278911563,3.499626006965225,0.12170452401795316
Colorado,2020-06-23 00:00:01,38.90239628983334,-105.51943618666665,3.2686357879107417,0.24340904803590632,8.0,61.95,95860.58333333333,36,26,21,11,0,10,11,0,0,0,35,13.939393939393932,249.99999999999994,4.407776183751375,inf,3.4896909437800856,0.11425322662909888
Colorado,2020-06-24 00:00:01,38.90239628983334,-105.51943618666665,4.555226470386247,0.03477272114798662,8.0,61.95,95860.58333333333,25,0,26,13,0,7,9,0,0,0,41,39.36170212765958,-85.71428571428571,8.596920372895562,inf,3.6014604046129,0.11922075822166842
Colorado,2020-06-25 00:00:01,38.931306821147544,-105.53290265081966,5.631817823903833,0.03476430755496194,8.0,61.868852459016395,94311.91803278688,43,38,11,15,0,10,17,13,0,0,29,23.634200418279097,-0.0241959580582633,5.628612085438339,inf,3.6834246758902967,0.0894155686662513
Colorado,2020-06-26 00:00:01,38.931306821147544,-105.53290265081966,5.510142747461467,0.06952861510992389,8.0,61.868852459016395,94311.91803278688,52,26,33,24,0,16,18,0,0,0,18,-2.16049382716048,100.00000000000003,8.942543399091434,inf,3.9167039461596356,0.07699553774296684
Colorado,2020-06-27 00:00:01,38.931306821147544,-105.53290265081966,3.9283667537106988,0.01738215377748097,8.0,61.868852459016395,94311.91803278688,34,0,24,21,0,18,16,10,0,0,21,-28.706624605678236,-75.0,5.155640554217578,inf,3.9935101780595477,0.07450936806296075
Colorado,2020-06-28 00:00:01,38.931306821147544,-105.53290265081966,4.936531672804595,0.03476430755496194,8.0,61.868852459016395,94311.91803278688,50,29,30,18,0,21,29,0,0,10,37,25.663716814159287,100.0,7.298450425734075,inf,4.154819135387801,0.06705746970317615
