,date,date,State,State,covid symptoms,do i have covid
518,2020-07-18,2020-07-18,AR,AR,62,0
519,2020-07-19,2020-07-19,AR,AR,46,59
520,2020-07-20,2020-07-20,AR,AR,53,0
521,2020-07-21,2020-07-21,AR,AR,57,34
522,2020-07-22,2020-07-22,AR,AR,64,0
523,2020-07-23,2020-07-23,AR,AR,48,0
524,2020-07-24,2020-07-24,AR,AR,68,52
525,2020-07-25,2020-07-25,AR,AR,40,0
526,2020-07-26,2020-07-26,AR,AR,84,39
527,2020-07-27,2020-07-27,AR,AR,70,0
528,2020-07-28,2020-07-28,AR,AR,53,0
529,2020-07-29,2020-07-29,AR,AR,51,0
530,2020-07-30,2020-07-30,AR,AR,70,0
531,2020-07-31,2020-07-31,AR,AR,45,33
532,2020-08-01,2020-08-01,AR,AR,71,0
533,2020-08-02,2020-08-02,AR,AR,73,40
534,2020-08-03,2020-08-03,AR,AR,64,0
535,2020-08-04,2020-08-04,AR,AR,67,100
536,2020-08-05,2020-08-05,AR,AR,54,34
537,2020-08-06,2020-08-06,AR,AR,59,0
538,2020-08-07,2020-08-07,AR,AR,46,35
539,2020-08-08,2020-08-08,AR,AR,40,39
540,2020-08-09,2020-08-09,AR,AR,49,39
541,2020-08-10,2020-08-10,AR,AR,74,0
542,2020-08-11,2020-08-11,AR,AR,49,0
543,2020-08-12,2020-08-12,AR,AR,26,34
544,2020-08-13,2020-08-13,AR,AR,39,0
545,2020-08-14,2020-08-14,AR,AR,43,0
546,2020-08-15,2020-08-15,AR,AR,34,0
547,2020-08-16,2020-08-16,AR,AR,40,39
548,2020-08-17,2020-08-17,AR,AR,54,0
549,2020-08-18,2020-08-18,AR,AR,43,34
550,2020-08-19,2020-08-19,AR,AR,65,0
551,2020-08-20,2020-08-20,AR,AR,59,0
552,2020-08-21,2020-08-21,AR,AR,35,34
553,2020-08-22,2020-08-22,AR,AR,49,39
554,2020-08-23,2020-08-23,AR,AR,43,0
555,2020-08-24,2020-08-24,AR,AR,37,0
556,2020-08-25,2020-08-25,AR,AR,40,0
557,2020-08-26,2020-08-26,AR,AR,68,0
558,2020-08-27,2020-08-27,AR,AR,33,0
559,2020-08-28,2020-08-28,AR,AR,32,0
560,2020-08-29,2020-08-29,AR,AR,51,0
561,2020-08-30,2020-08-30,AR,AR,60,0
562,2020-08-31,2020-08-31,AR,AR,68,28
563,2020-09-01,2020-09-01,AR,AR,59,27
564,2020-09-02,2020-09-02,AR,AR,44,0
565,2020-09-03,2020-09-03,AR,AR,36,0
566,2020-09-04,2020-09-04,AR,AR,42,0
567,2020-09-05,2020-09-05,AR,AR,67,0
568,2020-09-06,2020-09-06,AR,AR,71,39
569,2020-09-07,2020-09-07,AR,AR,49,0
570,2020-09-08,2020-09-08,AR,AR,53,29
571,2020-09-09,2020-09-09,AR,AR,68,30
572,2020-09-10,2020-09-10,AR,AR,73,29
573,2020-09-11,2020-09-11,AR,AR,45,60
574,2020-09-12,2020-09-12,AR,AR,66,0
575,2020-09-13,2020-09-13,AR,AR,67,37
576,2020-09-14,2020-09-14,AR,AR,34,0
577,2020-09-15,2020-09-15,AR,AR,41,0
578,2020-09-16,2020-09-16,AR,AR,60,0
579,2020-09-17,2020-09-17,AR,AR,54,30
580,2020-09-18,2020-09-18,AR,AR,26,30
581,2020-09-19,2020-09-19,AR,AR,48,0
582,2020-09-20,2020-09-20,AR,AR,39,0
583,2020-09-21,2020-09-21,AR,AR,37,0
584,2020-09-22,2020-09-22,AR,AR,56,0
585,2020-09-23,2020-09-23,AR,AR,48,29
586,2020-09-24,2020-09-24,AR,AR,35,29
587,2020-09-25,2020-09-25,AR,AR,45,0
588,2020-09-26,2020-09-26,AR,AR,34,0
589,2020-09-27,2020-09-27,AR,AR,25,0
590,2020-09-28,2020-09-28,AR,AR,43,0
591,2020-09-29,2020-09-29,AR,AR,31,0
592,2020-09-30,2020-09-30,AR,AR,29,0
593,2020-10-01,2020-10-01,AR,AR,49,33
594,2020-10-02,2020-10-02,AR,AR,50,34
595,2020-10-03,2020-10-03,AR,AR,57,0
596,2020-10-04,2020-10-04,AR,AR,52,39
597,2020-10-05,2020-10-05,AR,AR,61,0
598,2020-10-06,2020-10-06,AR,AR,59,33
599,2020-10-07,2020-10-07,AR,AR,56,0
600,2020-03-22,2020-03-22,CA,CA,93,36
601,2020-03-23,2020-03-23,CA,CA,91,38
602,2020-03-24,2020-03-24,CA,CA,90,22
603,2020-03-25,2020-03-25,CA,CA,81,22
604,2020-03-26,2020-03-26,CA,CA,80,62
605,2020-03-27,2020-03-27,CA,CA,82,26
606,2020-03-28,2020-03-28,CA,CA,88,30
607,2020-03-29,2020-03-29,CA,CA,80,35
608,2020-03-30,2020-03-30,CA,CA,71,44
609,2020-03-31,2020-03-31,CA,CA,67,47
610,2020-04-01,2020-04-01,CA,CA,75,34
611,2020-04-02,2020-04-02,CA,CA,74,51
612,2020-04-03,2020-04-03,CA,CA,60,43
613,2020-04-04,2020-04-04,CA,CA,73,49
614,2020-04-05,2020-04-05,CA,CA,60,24
615,2020-04-06,2020-04-06,CA,CA,55,21
616,2020-04-07,2020-04-07,CA,CA,56,21
617,2020-04-08,2020-04-08,CA,CA,48,43
618,2020-04-09,2020-04-09,CA,CA,45,39
619,2020-04-10,2020-04-10,CA,CA,43,58
620,2020-04-11,2020-04-11,CA,CA,42,45
621,2020-04-12,2020-04-12,CA,CA,39,35
622,2020-04-13,2020-04-13,CA,CA,34,35
623,2020-04-14,2020-04-14,CA,CA,39,29
624,2020-04-15,2020-04-15,CA,CA,31,58
625,2020-04-16,2020-04-16,CA,CA,35,33
626,2020-04-17,2020-04-17,CA,CA,38,12
627,2020-04-18,2020-04-18,CA,CA,32,43
628,2020-04-19,2020-04-19,CA,CA,27,24
629,2020-04-20,2020-04-20,CA,CA,28,21
630,2020-04-21,2020-04-21,CA,CA,35,21
631,2020-04-22,2020-04-22,CA,CA,27,17
632,2020-04-23,2020-04-23,CA,CA,36,46
633,2020-04-24,2020-04-24,CA,CA,31,25
634,2020-04-25,2020-04-25,CA,CA,34,29
635,2020-04-26,2020-04-26,CA,CA,29,39
636,2020-04-27,2020-04-27,CA,CA,35,29
637,2020-04-28,2020-04-28,CA,CA,32,29
638,2020-04-29,2020-04-29,CA,CA,27,33
639,2020-04-30,2020-04-30,CA,CA,29,36
640,2020-05-01,2020-05-01,CA,CA,28,34
641,2020-05-02,2020-05-02,CA,CA,23,43
642,2020-05-03,2020-05-03,CA,CA,27,40
643,2020-05-04,2020-05-04,CA,CA,26,13
644,2020-05-05,2020-05-05,CA,CA,27,24
645,2020-05-06,2020-05-06,CA,CA,29,21
646,2020-05-07,2020-05-07,CA,CA,25,8
647,2020-05-08,2020-05-08,CA,CA,28,42
648,2020-05-09,2020-05-09,CA,CA,27,24
649,2020-05-10,2020-05-10,CA,CA,27,39
650,2020-05-11,2020-05-11,CA,CA,28,30
651,2020-05-12,2020-05-12,CA,CA,29,21
652,2020-05-13,2020-05-13,CA,CA,30,46
653,2020-05-14,2020-05-14,CA,CA,28,12
654,2020-05-15,2020-05-15,CA,CA,29,17
655,2020-05-16,2020-05-16,CA,CA,28,25
656,2020-05-17,2020-05-17,CA,CA,26,29
657,2020-05-18,2020-05-18,CA,CA,29,25
658,2020-05-19,2020-05-19,CA,CA,30,25
659,2020-05-20,2020-05-20,CA,CA,26,25
660,2020-05-21,2020-05-21,CA,CA,27,25
661,2020-05-22,2020-05-22,CA,CA,26,34
662,2020-05-23,2020-05-23,CA,CA,22,20
663,2020-05-24,2020-05-24,CA,CA,23,10
664,2020-05-25,2020-05-25,CA,CA,28,34
665,2020-05-26,2020-05-26,CA,CA,27,21
666,2020-05-27,2020-05-27,CA,CA,24,24
667,2020-05-28,2020-05-28,CA,CA,26,29
668,2020-05-29,2020-05-29,CA,CA,32,30
669,2020-05-30,2020-05-30,CA,CA,29,14
670,2020-05-31,2020-05-31,CA,CA,29,20
671,2020-06-01,2020-06-01,CA,CA,25,17
672,2020-06-02,2020-06-02,CA,CA,24,13
673,2020-06-03,2020-06-03,CA,CA,22,16
674,2020-06-04,2020-06-04,CA,CA,25,20
675,2020-06-05,2020-06-05,CA,CA,24,21
676,2020-06-06,2020-06-06,CA,CA,24,25
677,2020-06-07,2020-06-07,CA,CA,28,20
678,2020-06-08,2020-06-08,CA,CA,31,12
679,2020-06-09,2020-06-09,CA,CA,31,21
680,2020-06-10,2020-06-10,CA,CA,28,35
681,2020-06-11,2020-06-11,CA,CA,27,26
682,2020-06-12,2020-06-12,CA,CA,27,31
683,2020-06-13,2020-06-13,CA,CA,26,20
684,2020-06-14,2020-06-14,CA,CA,31,15
685,2020-06-15,2020-06-15,CA,CA,39,18
686,2020-06-16,2020-06-16,CA,CA,37,13
687,2020-06-17,2020-06-17,CA,CA,40,35
688,2020-06-18,2020-06-18,CA,CA,39,44
689,2020-06-19,2020-06-19,CA,CA,40,18
690,2020-06-20,2020-06-20,CA,CA,45,41
691,2020-06-21,2020-06-21,CA,CA,41,16
692,2020-06-22,2020-06-22,CA,CA,50,46
693,2020-06-23,2020-06-23,CA,CA,59,53
694,2020-06-24,2020-06-24,CA,CA,58,35
695,2020-06-25,2020-06-25,CA,CA,71,40
696,2020-06-26,2020-06-26,CA,CA,81,41
697,2020-06-27,2020-06-27,CA,CA,73,46
698,2020-06-28,2020-06-28,CA,CA,81,41
699,2020-06-29,2020-06-29,CA,CA,94,68
700,2020-06-30,2020-06-30,CA,CA,100,72
701,2020-07-01,2020-07-01,CA,CA,92,59
702,2020-07-02,2020-07-02,CA,CA,95,55
703,2020-07-03,2020-07-03,CA,CA,95,64
704,2020-07-04,2020-07-04,CA,CA,96,27
705,2020-07-05,2020-07-05,CA,CA,83,57
706,2020-07-06,2020-07-06,CA,CA,90,59
707,2020-07-07,2020-07-07,CA,CA,95,91
708,2020-07-08,2020-07-08,CA,CA,96,41
709,2020-07-09,2020-07-09,CA,CA,92,59
710,2020-07-10,2020-07-10,CA,CA,81,33
711,2020-07-11,2020-07-11,CA,CA,86,47
712,2020-07-12,2020-07-12,CA,CA,77,37
713,2020-07-13,2020-07-13,CA,CA,79,22
714,2020-07-14,2020-07-14,CA,CA,87,44
715,2020-07-15,2020-07-15,CA,CA,80,27
716,2020-07-16,2020-07-16,CA,CA,83,100
717,2020-07-17,2020-07-17,CA,CA,69,43
718,2020-07-18,2020-07-18,CA,CA,68,37
719,2020-07-19,2020-07-19,CA,CA,69,64
720,2020-07-20,2020-07-20,CA,CA,62,28
721,2020-07-21,2020-07-21,CA,CA,62,56
722,2020-07-22,2020-07-22,CA,CA,58,28
723,2020-07-23,2020-07-23,CA,CA,58,37
724,2020-07-24,2020-07-24,CA,CA,56,61
725,2020-07-25,2020-07-25,CA,CA,59,64
726,2020-07-26,2020-07-26,CA,CA,52,49
727,2020-07-27,2020-07-27,CA,CA,53,47
728,2020-07-28,2020-07-28,CA,CA,59,60
729,2020-07-29,2020-07-29,CA,CA,62,51
730,2020-07-30,2020-07-30,CA,CA,52,37
731,2020-07-31,2020-07-31,CA,CA,51,34
732,2020-08-01,2020-08-01,CA,CA,51,53
733,2020-08-02,2020-08-02,CA,CA,52,59
734,2020-08-03,2020-08-03,CA,CA,49,51
735,2020-08-04,2020-08-04,CA,CA,54,45
736,2020-08-05,2020-08-05,CA,CA,54,23
737,2020-08-06,2020-08-06,CA,CA,51,55
738,2020-08-07,2020-08-07,CA,CA,44,48
739,2020-08-08,2020-08-08,CA,CA,47,38
740,2020-08-09,2020-08-09,CA,CA,47,27
741,2020-08-10,2020-08-10,CA,CA,46,46
742,2020-08-11,2020-08-11,CA,CA,48,58
743,2020-08-12,2020-08-12,CA,CA,46,22
744,2020-08-13,2020-08-13,CA,CA,40,18
745,2020-08-14,2020-08-14,CA,CA,36,45
746,2020-08-15,2020-08-15,CA,CA,35,37
747,2020-08-16,2020-08-16,CA,CA,35,26
748,2020-08-17,2020-08-17,CA,CA,36,26
749,2020-08-18,2020-08-18,CA,CA,34,34
750,2020-08-19,2020-08-19,CA,CA,25,29
751,2020-08-20,2020-08-20,CA,CA,28,25
752,2020-08-21,2020-08-21,CA,CA,32,77
753,2020-08-22,2020-08-22,CA,CA,29,42
754,2020-08-23,2020-08-23,CA,CA,24,26
755,2020-08-24,2020-08-24,CA,CA,32,17
756,2020-08-25,2020-08-25,CA,CA,31,21
757,2020-08-26,2020-08-26,CA,CA,26,30
758,2020-08-27,2020-08-27,CA,CA,32,29
759,2020-08-28,2020-08-28,CA,CA,29,35
760,2020-08-29,2020-08-29,CA,CA,29,42
761,2020-08-30,2020-08-30,CA,CA,34,26
762,2020-08-31,2020-08-31,CA,CA,34,34
763,2020-09-01,2020-09-01,CA,CA,32,37
764,2020-09-02,2020-09-02,CA,CA,30,29
765,2020-09-03,2020-09-03,CA,CA,32,17
766,2020-09-04,2020-09-04,CA,CA,32,35
767,2020-09-05,2020-09-05,CA,CA,32,21
768,2020-09-06,2020-09-06,CA,CA,32,21
769,2020-09-07,2020-09-07,CA,CA,31,24
770,2020-09-08,2020-09-08,CA,CA,37,16
771,2020-09-09,2020-09-09,CA,CA,32,33
772,2020-09-10,2020-09-10,CA,CA,33,29
773,2020-09-11,2020-09-11,CA,CA,29,38
774,2020-09-12,2020-09-12,CA,CA,33,41
775,2020-09-13,2020-09-13,CA,CA,33,20
776,2020-09-14,2020-09-14,CA,CA,29,21
777,2020-09-15,2020-09-15,CA,CA,32,21
778,2020-09-16,2020-09-16,CA,CA,31,30
779,2020-09-17,2020-09-17,CA,CA,35,21
780,2020-09-18,2020-09-18,CA,CA,34,17
781,2020-09-19,2020-09-19,CA,CA,33,20
782,2020-09-20,2020-09-20,CA,CA,28,21
783,2020-09-21,2020-09-21,CA,CA,34,30
784,2020-09-22,2020-09-22,CA,CA,33,30
785,2020-09-23,2020-09-23,CA,CA,33,43
786,2020-09-24,2020-09-24,CA,CA,33,21
787,2020-09-25,2020-09-25,CA,CA,31,39
788,2020-09-26,2020-09-26,CA,CA,31,12
789,2020-09-27,2020-09-27,CA,CA,31,17
790,2020-09-28,2020-09-28,CA,CA,32,33
791,2020-09-29,2020-09-29,CA,CA,31,23
792,2020-09-30,2020-09-30,CA,CA,34,28
793,2020-10-01,2020-10-01,CA,CA,30,19
794,2020-10-02,2020-10-02,CA,CA,62,38
795,2020-10-03,2020-10-03,CA,CA,55,39
796,2020-10-04,2020-10-04,CA,CA,50,33
797,2020-10-05,2020-10-05,CA,CA,49,28
798,2020-10-06,2020-10-06,CA,CA,46,32
799,2020-10-07,2020-10-07,CA,CA,45,19
800,2020-03-22,2020-03-22,CO,CO,93,0
801,2020-03-23,2020-03-23,CO,CO,100,0
802,2020-03-24,2020-03-24,CO,CO,84,26
803,2020-03-25,2020-03-25,CO,CO,78,26
804,2020-03-26,2020-03-26,CO,CO,90,77
805,2020-03-27,2020-03-27,CO,CO,75,0
806,2020-03-28,2020-03-28,CO,CO,79,28
807,2020-03-29,2020-03-29,CO,CO,70,42
808,2020-03-30,2020-03-30,CO,CO,64,24
809,2020-03-31,2020-03-31,CO,CO,81,24
810,2020-04-01,2020-04-01,CO,CO,65,24
811,2020-04-02,2020-04-02,CO,CO,78,35
812,2020-04-03,2020-04-03,CO,CO,57,24
813,2020-04-04,2020-04-04,CO,CO,71,56
814,2020-04-05,2020-04-05,CO,CO,49,29
815,2020-04-06,2020-04-06,CO,CO,48,24
816,2020-04-07,2020-04-07,CO,CO,63,0
817,2020-04-08,2020-04-08,CO,CO,51,72
818,2020-04-09,2020-04-09,CO,CO,58,49
819,2020-04-10,2020-04-10,CO,CO,40,0
820,2020-04-11,2020-04-11,CO,CO,48,29
821,2020-04-12,2020-04-12,CO,CO,37,27
822,2020-04-13,2020-04-13,CO,CO,40,0
823,2020-04-14,2020-04-14,CO,CO,43,24
824,2020-04-15,2020-04-15,CO,CO,36,0
825,2020-04-16,2020-04-16,CO,CO,39,22
826,2020-04-17,2020-04-17,CO,CO,29,0
827,2020-04-18,2020-04-18,CO,CO,38,26
828,2020-04-19,2020-04-19,CO,CO,31,28
829,2020-04-20,2020-04-20,CO,CO,27,0
830,2020-04-21,2020-04-21,CO,CO,25,24
831,2020-04-22,2020-04-22,CO,CO,45,0
832,2020-04-23,2020-04-23,CO,CO,36,24
833,2020-04-24,2020-04-24,CO,CO,24,0
834,2020-04-25,2020-04-25,CO,CO,44,28
835,2020-04-26,2020-04-26,CO,CO,21,28
836,2020-04-27,2020-04-27,CO,CO,35,24
837,2020-04-28,2020-04-28,CO,CO,36,24
838,2020-04-29,2020-04-29,CO,CO,32,24
839,2020-04-30,2020-04-30,CO,CO,38,0
840,2020-05-01,2020-05-01,CO,CO,24,0
841,2020-05-02,2020-05-02,CO,CO,33,0
842,2020-05-03,2020-05-03,CO,CO,27,28
843,2020-05-04,2020-05-04,CO,CO,20,0
844,2020-05-05,2020-05-05,CO,CO,26,22
845,2020-05-06,2020-05-06,CO,CO,30,24
846,2020-05-07,2020-05-07,CO,CO,20,0
847,2020-05-08,2020-05-08,CO,CO,32,0
848,2020-05-09,2020-05-09,CO,CO,20,0
849,2020-05-10,2020-05-10,CO,CO,33,30
850,2020-05-11,2020-05-11,CO,CO,19,0
851,2020-05-12,2020-05-12,CO,CO,28,24
852,2020-05-13,2020-05-13,CO,CO,28,0
853,2020-05-14,2020-05-14,CO,CO,34,0
854,2020-05-15,2020-05-15,CO,CO,33,24
855,2020-05-16,2020-05-16,CO,CO,25,0
856,2020-05-17,2020-05-17,CO,CO,21,0
857,2020-05-18,2020-05-18,CO,CO,29,0
858,2020-05-19,2020-05-19,CO,CO,24,0
859,2020-05-20,2020-05-20,CO,CO,31,25
860,2020-05-21,2020-05-21,CO,CO,28,0
861,2020-05-22,2020-05-22,CO,CO,28,0
862,2020-05-23,2020-05-23,CO,CO,28,0
863,2020-05-24,2020-05-24,CO,CO,28,0
864,2020-05-25,2020-05-25,CO,CO,25,0
865,2020-05-26,2020-05-26,CO,CO,42,0
866,2020-05-27,2020-05-27,CO,CO,29,50
867,2020-05-28,2020-05-28,CO,CO,26,0
868,2020-05-29,2020-05-29,CO,CO,26,0
869,2020-05-30,2020-05-30,CO,CO,29,0
870,2020-05-31,2020-05-31,CO,CO,22,0
871,2020-06-01,2020-06-01,CO,CO,19,0
872,2020-06-02,2020-06-02,CO,CO,26,0
873,2020-06-03,2020-06-03,CO,CO,30,0
874,2020-06-04,2020-06-04,CO,CO,17,0
875,2020-06-05,2020-06-05,CO,CO,14,0
876,2020-06-06,2020-06-06,CO,CO,14,0
877,2020-06-07,2020-06-07,CO,CO,19,0
878,2020-06-08,2020-06-08,CO,CO,31,0
879,2020-06-09,2020-06-09,CO,CO,23,0
880,2020-06-10,2020-06-10,CO,CO,31,0
881,2020-06-11,2020-06-11,CO,CO,25,0
882,2020-06-12,2020-06-12,CO,CO,21,27
883,2020-06-13,2020-06-13,CO,CO,23,0
884,2020-06-14,2020-06-14,CO,CO,22,0
885,2020-06-15,2020-06-15,CO,CO,29,25
886,2020-06-16,2020-06-16,CO,CO,40,24
887,2020-06-17,2020-06-17,CO,CO,27,0
888,2020-06-18,2020-06-18,CO,CO,23,0
889,2020-06-19,2020-06-19,CO,CO,24,51
890,2020-06-20,2020-06-20,CO,CO,26,0
891,2020-06-21,2020-06-21,CO,CO,34,30
892,2020-06-22,2020-06-22,CO,CO,36,0
893,2020-06-23,2020-06-23,CO,CO,36,26
894,2020-06-24,2020-06-24,CO,CO,25,0
895,2020-06-25,2020-06-25,CO,CO,43,38
896,2020-06-26,2020-06-26,CO,CO,52,26
897,2020-06-27,2020-06-27,CO,CO,34,0
898,2020-06-28,2020-06-28,CO,CO,50,29
899,2020-06-29,2020-06-29,CO,CO,52,25
900,2020-06-30,2020-06-30,CO,CO,48,26
901,2020-07-01,2020-07-01,CO,CO,56,0
902,2020-07-02,2020-07-02,CO,CO,67,0
903,2020-07-03,2020-07-03,CO,CO,59,58
904,2020-07-04,2020-07-04,CO,CO,43,31
905,2020-07-05,2020-07-05,CO,CO,34,48
906,2020-07-06,2020-07-06,CO,CO,57,26
907,2020-07-07,2020-07-07,CO,CO,54,26
908,2020-07-08,2020-07-08,CO,CO,63,26
909,2020-07-09,2020-07-09,CO,CO,42,0
910,2020-07-10,2020-07-10,CO,CO,70,0
911,2020-07-11,2020-07-11,CO,CO,50,0
912,2020-07-12,2020-07-12,CO,CO,54,0
913,2020-07-13,2020-07-13,CO,CO,69,26
914,2020-07-14,2020-07-14,CO,CO,69,38
915,2020-07-15,2020-07-15,CO,CO,43,26
916,2020-07-16,2020-07-16,CO,CO,58,26
917,2020-07-17,2020-07-17,CO,CO,43,27
918,2020-07-18,2020-07-18,CO,CO,42,45
919,2020-07-19,2020-07-19,CO,CO,49,30
920,2020-07-20,2020-07-20,CO,CO,38,26
921,2020-07-21,2020-07-21,CO,CO,50,26
922,2020-07-22,2020-07-22,CO,CO,47,0
923,2020-07-23,2020-07-23,CO,CO,54,76
924,2020-07-24,2020-07-24,CO,CO,46,26
925,2020-07-25,2020-07-25,CO,CO,42,0
926,2020-07-26,2020-07-26,CO,CO,35,30
927,2020-07-27,2020-07-27,CO,CO,54,0
928,2020-07-28,2020-07-28,CO,CO,47,77
929,2020-07-29,2020-07-29,CO,CO,55,0
930,2020-07-30,2020-07-30,CO,CO,44,26
931,2020-07-31,2020-07-31,CO,CO,41,0
932,2020-08-01,2020-08-01,CO,CO,50,30
933,2020-08-02,2020-08-02,CO,CO,36,30
934,2020-08-03,2020-08-03,CO,CO,50,39
935,2020-08-04,2020-08-04,CO,CO,52,26
936,2020-08-05,2020-08-05,CO,CO,41,0
937,2020-08-06,2020-08-06,CO,CO,31,26
938,2020-08-07,2020-08-07,CO,CO,35,27
939,2020-08-08,2020-08-08,CO,CO,44,0
940,2020-08-09,2020-08-09,CO,CO,47,0
941,2020-08-10,2020-08-10,CO,CO,58,0
942,2020-08-11,2020-08-11,CO,CO,36,26
943,2020-08-12,2020-08-12,CO,CO,42,0
944,2020-08-13,2020-08-13,CO,CO,31,25
945,2020-08-14,2020-08-14,CO,CO,27,26
946,2020-08-15,2020-08-15,CO,CO,38,30
947,2020-08-16,2020-08-16,CO,CO,33,0
948,2020-08-17,2020-08-17,CO,CO,31,26
949,2020-08-18,2020-08-18,CO,CO,37,25
950,2020-08-19,2020-08-19,CO,CO,30,51
951,2020-08-20,2020-08-20,CO,CO,41,0
952,2020-08-21,2020-08-21,CO,CO,27,0
953,2020-08-22,2020-08-22,CO,CO,26,30
954,2020-08-23,2020-08-23,CO,CO,36,0
955,2020-08-24,2020-08-24,CO,CO,33,24
956,2020-08-25,2020-08-25,CO,CO,25,0
957,2020-08-26,2020-08-26,CO,CO,38,0
958,2020-08-27,2020-08-27,CO,CO,19,24
959,2020-08-28,2020-08-28,CO,CO,23,25
960,2020-08-29,2020-08-29,CO,CO,29,29
961,2020-08-30,2020-08-30,CO,CO,30,30
962,2020-08-31,2020-08-31,CO,CO,22,24
963,2020-09-01,2020-09-01,CO,CO,44,0
964,2020-09-02,2020-09-02,CO,CO,46,0
965,2020-09-03,2020-09-03,CO,CO,34,24
966,2020-09-04,2020-09-04,CO,CO,35,0
967,2020-09-05,2020-09-05,CO,CO,33,30
968,2020-09-06,2020-09-06,CO,CO,26,0
969,2020-09-07,2020-09-07,CO,CO,29,0
970,2020-09-08,2020-09-08,CO,CO,32,23
971,2020-09-09,2020-09-09,CO,CO,33,0
972,2020-09-10,2020-09-10,CO,CO,33,24
973,2020-09-11,2020-09-11,CO,CO,31,100
974,2020-09-12,2020-09-12,CO,CO,32,0
975,2020-09-13,2020-09-13,CO,CO,41,0
976,2020-09-14,2020-09-14,CO,CO,43,0
977,2020-09-15,2020-09-15,CO,CO,46,24
978,2020-09-16,2020-09-16,CO,CO,40,24
979,2020-09-17,2020-09-17,CO,CO,35,24
980,2020-09-18,2020-09-18,CO,CO,29,0
981,2020-09-19,2020-09-19,CO,CO,33,29
982,2020-09-20,2020-09-20,CO,CO,26,0
983,2020-09-21,2020-09-21,CO,CO,46,36
984,2020-09-22,2020-09-22,CO,CO,35,36
985,2020-09-23,2020-09-23,CO,CO,46,25
986,2020-09-24,2020-09-24,CO,CO,33,24
987,2020-09-25,2020-09-25,CO,CO,42,28
988,2020-09-26,2020-09-26,CO,CO,39,32
989,2020-09-27,2020-09-27,CO,CO,29,30
990,2020-09-28,2020-09-28,CO,CO,37,28
991,2020-09-29,2020-09-29,CO,CO,44,41
992,2020-09-30,2020-09-30,CO,CO,30,28
993,2020-10-01,2020-10-01,CO,CO,40,27
994,2020-10-02,2020-10-02,CO,CO,74,82
995,2020-10-03,2020-10-03,CO,CO,64,0
996,2020-10-04,2020-10-04,CO,CO,57,32
997,2020-10-05,2020-10-05,CO,CO,67,0
998,2020-10-06,2020-10-06,CO,CO,65,0
999,2020-10-07,2020-10-07,CO,CO,50,0
1000,2020-03-22,2020-03-22,CT,CT,62,0
1001,2020-03-23,2020-03-23,CT,CT,100,24
1002,2020-03-24,2020-03-24,CT,CT,67,51
1003,2020-03-25,2020-03-25,CT,CT,84,0
1004,2020-03-26,2020-03-26,CT,CT,82,26
1005,2020-03-27,2020-03-27,CT,CT,68,25
1006,2020-03-28,2020-03-28,CT,CT,71,0
1007,2020-03-29,2020-03-29,CT,CT,78,28
1008,2020-03-30,2020-03-30,CT,CT,66,24
1009,2020-03-31,2020-03-31,CT,CT,66,0
1010,2020-04-01,2020-04-01,CT,CT,81,0
1011,2020-04-02,2020-04-02,CT,CT,86,47
1012,2020-04-03,2020-04-03,CT,CT,60,0
1013,2020-04-04,2020-04-04,CT,CT,56,0
1014,2020-04-05,2020-04-05,CT,CT,67,29
1015,2020-04-06,2020-04-06,CT,CT,51,25
1016,2020-04-07,2020-04-07,CT,CT,52,51
1017,2020-04-08,2020-04-08,CT,CT,62,0
1018,2020-04-09,2020-04-09,CT,CT,44,0
1019,2020-04-10,2020-04-10,CT,CT,47,0
1020,2020-04-11,2020-04-11,CT,CT,47,0
1021,2020-04-12,2020-04-12,CT,CT,30,0
1022,2020-04-13,2020-04-13,CT,CT,37,25
1023,2020-04-14,2020-04-14,CT,CT,49,0
1024,2020-04-15,2020-04-15,CT,CT,41,0
1025,2020-04-16,2020-04-16,CT,CT,55,0
1026,2020-04-17,2020-04-17,CT,CT,45,25
1027,2020-04-18,2020-04-18,CT,CT,48,41
1028,2020-04-19,2020-04-19,CT,CT,33,0
1029,2020-04-20,2020-04-20,CT,CT,38,35
1030,2020-04-21,2020-04-21,CT,CT,42,23
1031,2020-04-22,2020-04-22,CT,CT,34,0
1032,2020-04-23,2020-04-23,CT,CT,41,0
1033,2020-04-24,2020-04-24,CT,CT,32,23
1034,2020-04-25,2020-04-25,CT,CT,30,0
1035,2020-04-26,2020-04-26,CT,CT,34,0
1036,2020-04-27,2020-04-27,CT,CT,53,0
1037,2020-04-28,2020-04-28,CT,CT,45,0
1038,2020-04-29,2020-04-29,CT,CT,32,0
1039,2020-04-30,2020-04-30,CT,CT,26,23
1040,2020-05-01,2020-05-01,CT,CT,29,0
1041,2020-05-02,2020-05-02,CT,CT,27,30
1042,2020-05-03,2020-05-03,CT,CT,34,46
1043,2020-05-04,2020-05-04,CT,CT,35,24
1044,2020-05-05,2020-05-05,CT,CT,24,67
1045,2020-05-06,2020-05-06,CT,CT,35,24
1046,2020-05-07,2020-05-07,CT,CT,37,0
1047,2020-05-08,2020-05-08,CT,CT,39,0
1048,2020-05-09,2020-05-09,CT,CT,41,0
1049,2020-05-10,2020-05-10,CT,CT,23,0
1050,2020-05-11,2020-05-11,CT,CT,43,48
1051,2020-05-12,2020-05-12,CT,CT,28,24
1052,2020-05-13,2020-05-13,CT,CT,37,0
